delivery_id,order_id,personnel_id,pickup_time,estimated_delivery_time,actual_delivery_time,delivery_status,distance_km,delivery_rating,customer_feedback
951,951,17,2026-03-08 13:09:44,2026-03-08 14:20:44,2026-03-08 14:14:44,picked_up,9.74,4.61,
952,952,3,2026-03-12 13:29:44,2026-03-12 13:55:44,2026-03-12 14:19:44,delivered,24.36,3.63,Great service!
953,953,40,2026-04-08 12:52:44,2026-04-08 13:43:44,2026-04-08 13:58:44,assigned,13.26,4.61,Good experience
954,954,1,2026-02-11 12:51:44,2026-02-11 13:47:44,2026-02-11 13:46:44,assigned,6.43,4.47,Great service!
955,955,18,2026-01-26 13:08:44,2026-01-26 13:47:44,2026-01-26 14:03:44,in_transit,17.3,3.34,
956,956,21,2026-03-12 13:12:44,2026-03-12 14:32:44,2026-03-12 14:51:44,picked_up,19.44,3.01,Good experience
957,957,8,2026-02-04 13:16:44,2026-02-04 14:46:44,2026-02-04 15:10:44,assigned,21.93,,Good experience
958,958,33,2026-02-08 13:10:44,2026-02-08 14:05:44,2026-02-08 13:52:44,delivered,8.43,4.31,Good experience
959,959,18,2026-01-30 13:27:44,2026-01-30 13:51:44,2026-01-30 14:01:44,picked_up,15.73,4.67,Fast delivery
960,960,34,2026-01-29 13:00:44,2026-01-29 13:31:44,2026-01-29 13:50:44,pending,16.4,4.19,Good experience
961,961,23,2026-02-13 13:18:44,2026-02-13 14:00:44,2026-02-13 13:57:44,in_transit,24.2,,Good experience
962,962,4,2026-02-18 13:09:44,2026-02-18 14:33:44,2026-02-18 14:42:44,failed,2.38,4.01,Great service!
963,963,42,2026-02-22 13:28:44,2026-02-22 14:46:44,2026-02-22 15:08:44,assigned,6.23,,Fast delivery
964,964,3,2026-03-06 13:07:44,2026-03-06 13:54:44,2026-03-06 14:11:44,pending,24.9,4.38,Great service!
965,965,34,2026-02-19 13:22:44,2026-02-19 13:49:44,2026-02-19 13:42:44,pending,19.2,,
966,966,43,2026-03-14 12:48:44,2026-03-14 14:07:44,2026-03-14 14:30:44,assigned,15.51,4.87,Great service!
967,967,46,2026-04-16 13:21:44,2026-04-16 14:19:44,2026-04-16 14:06:44,failed,19.76,,
968,968,25,2026-03-21 13:14:44,2026-03-21 14:00:44,,failed,2.24,,Fast delivery
969,969,36,2026-02-03 12:57:44,2026-02-03 13:42:44,2026-02-03 14:01:44,failed,17.85,3.84,Great service!
970,970,48,2026-03-07 13:29:44,2026-03-07 14:56:44,2026-03-07 15:08:44,assigned,17.95,3.43,Fast delivery
971,971,3,2026-01-29 13:24:44,2026-01-29 14:27:44,,failed,21.95,4.2,
972,972,43,2026-02-08 13:12:44,2026-02-08 14:17:44,2026-02-08 14:37:44,pending,23.62,4.78,
973,973,13,2026-02-01 12:51:44,2026-02-01 14:06:44,2026-02-01 14:33:44,delivered,6.64,3.49,
974,974,33,2026-02-03 12:49:44,2026-02-03 14:13:44,2026-02-03 14:23:44,delivered,13.11,3.1,
975,975,38,2026-04-02 13:08:44,2026-04-02 13:43:44,2026-04-02 14:04:44,delivered,3.22,,Good experience
976,976,19,2026-02-02 13:09:44,2026-02-02 14:22:44,2026-02-02 14:46:44,delivered,13.35,4.87,Great service!
977,977,32,2026-04-12 13:06:44,2026-04-12 13:39:44,2026-04-12 13:57:44,picked_up,4.47,4.95,Great service!
978,978,22,2026-03-29 13:04:44,2026-03-29 13:54:44,2026-03-29 13:57:44,pending,5.54,3.21,Great service!
979,979,12,2026-02-14 13:21:44,2026-02-14 14:00:44,2026-02-14 13:48:44,assigned,6.54,3.36,
980,980,30,2026-03-14 12:57:44,2026-03-14 14:27:44,2026-03-14 14:52:44,picked_up,7.34,3.25,Fast delivery
981,981,30,2026-02-04 13:01:44,2026-02-04 14:17:44,2026-02-04 14:06:44,picked_up,13.99,4.1,
982,982,18,2026-01-23 13:21:44,2026-01-23 14:22:44,2026-01-23 14:37:44,pending,20.07,3.9,Good experience
983,983,22,2026-01-25 13:11:44,2026-01-25 13:39:44,2026-01-25 13:27:44,in_transit,22.0,3.98,
984,984,48,2026-02-11 13:01:44,2026-02-11 14:30:44,2026-02-11 14:52:44,delivered,19.04,3.93,
985,985,7,2026-03-01 13:05:44,2026-03-01 13:55:44,2026-03-01 13:54:44,delivered,23.84,4.1,Good experience
986,986,26,2026-03-08 13:16:44,2026-03-08 13:36:44,2026-03-08 13:38:44,delivered,3.54,4.92,Fast delivery
987,987,15,2026-02-15 13:18:44,2026-02-15 14:42:44,,failed,24.48,4.46,Fast delivery
988,988,6,2026-03-12 12:46:44,2026-03-12 13:58:44,2026-03-12 14:00:44,in_transit,13.73,,
989,989,28,2026-02-11 13:07:44,2026-02-11 14:29:44,2026-02-11 14:57:44,pending,24.06,3.88,Good experience
990,990,16,2026-02-28 12:56:44,2026-02-28 13:31:44,2026-02-28 13:48:44,pending,18.02,,Good experience
991,991,16,2026-01-22 13:15:44,2026-01-22 14:13:44,2026-01-22 14:21:44,delivered,24.61,4.91,
992,992,19,2026-01-29 13:19:44,2026-01-29 14:22:44,2026-01-29 14:41:44,in_transit,18.31,4.36,Fast delivery
993,993,14,2026-03-20 13:23:44,2026-03-20 14:27:44,2026-03-20 14:14:44,picked_up,23.22,4.93,Great service!
994,994,21,2026-03-20 12:59:44,2026-03-20 13:43:44,2026-03-20 13:38:44,picked_up,16.01,3.62,Good experience
995,995,26,2026-03-25 13:28:44,2026-03-25 14:57:44,2026-03-25 15:13:44,pending,9.04,,
996,996,22,2026-02-26 12:56:44,2026-02-26 13:54:44,2026-02-26 13:56:44,delivered,3.25,4.43,Fast delivery
997,997,2,2026-03-24 12:48:44,2026-03-24 13:24:44,2026-03-24 13:26:44,picked_up,24.5,4.72,Fast delivery
998,998,33,2026-01-22 13:22:44,2026-01-22 14:50:44,2026-01-22 15:05:44,assigned,22.78,4.4,Fast delivery
999,999,50,2026-03-26 13:21:44,2026-03-26 14:36:44,2026-03-26 14:52:44,picked_up,23.45,,Fast delivery
1000,1000,45,2026-03-17 13:23:44,2026-03-17 14:33:44,2026-03-17 14:53:44,pending,10.38,4.11,Great service!
1001,1001,41,2026-02-16 12:52:44,2026-02-16 13:12:44,2026-02-16 13:01:44,picked_up,24.78,,
1002,1002,21,2026-03-19 13:13:44,2026-03-19 14:08:44,2026-03-19 13:54:44,in_transit,16.14,3.27,Good experience
1003,1003,38,2026-01-29 12:52:44,2026-01-29 14:12:44,2026-01-29 14:20:44,pending,8.48,4.63,Good experience
1004,1004,49,2026-01-27 13:17:44,2026-01-27 14:20:44,2026-01-27 14:45:44,in_transit,21.26,4.76,Great service!
1005,1005,29,2026-03-17 13:30:44,2026-03-17 13:54:44,2026-03-17 13:42:44,assigned,24.07,3.31,Good experience
1006,1006,10,2026-02-08 13:31:44,2026-02-08 14:38:44,2026-02-08 14:51:44,assigned,13.83,3.97,
1007,1007,34,2026-02-11 12:53:44,2026-02-11 13:56:44,2026-02-11 14:11:44,pending,16.68,4.1,Great service!
1008,1008,49,2026-03-21 13:25:44,2026-03-21 14:54:44,2026-03-21 15:08:44,pending,15.99,,
1009,1009,30,2026-04-03 13:10:44,2026-04-03 13:52:44,2026-04-03 13:41:44,in_transit,12.4,3.98,Fast delivery
1010,1010,44,2026-03-03 13:07:44,2026-03-03 13:57:44,,pending,16.63,4.29,Great service!
1011,1011,6,2026-03-12 13:05:44,2026-03-12 13:57:44,2026-03-12 14:05:44,failed,13.08,3.44,
1012,1012,15,2026-04-02 13:10:44,2026-04-02 14:35:44,2026-04-02 14:51:44,assigned,20.72,,Great service!
1013,1013,46,2026-03-25 13:21:44,2026-03-25 14:13:44,,assigned,22.88,,Good experience
1014,1014,9,2026-03-13 13:16:44,2026-03-13 14:12:44,2026-03-13 14:08:44,picked_up,19.62,4.65,Great service!
1015,1015,8,2026-02-24 12:55:44,2026-02-24 13:53:44,2026-02-24 14:23:44,delivered,14.04,,
1016,1016,36,2026-02-14 12:47:44,2026-02-14 13:46:44,2026-02-14 14:14:44,in_transit,9.02,3.11,Good experience
1017,1017,15,2026-04-15 12:57:44,2026-04-15 14:15:44,2026-04-15 14:27:44,failed,16.49,4.78,
1018,1018,40,2026-01-30 13:06:44,2026-01-30 13:29:44,2026-01-30 13:54:44,picked_up,5.15,4.95,Great service!
1019,1019,37,2026-04-05 13:08:44,2026-04-05 13:51:44,2026-04-05 14:13:44,failed,23.96,,
1020,1020,42,2026-02-17 12:46:44,2026-02-17 13:13:44,,assigned,21.74,3.83,Good experience
1021,1021,29,2026-03-20 13:30:44,2026-03-20 14:54:44,2026-03-20 14:58:44,picked_up,4.01,4.6,Fast delivery
1022,1022,49,2026-02-28 12:53:44,2026-02-28 13:45:44,2026-02-28 13:31:44,picked_up,8.26,,Fast delivery
1023,1023,14,2026-03-21 12:47:44,2026-03-21 13:09:44,2026-03-21 13:15:44,delivered,19.56,4.18,Fast delivery
1024,1024,40,2026-03-02 13:04:44,2026-03-02 14:32:44,2026-03-02 14:42:44,assigned,3.68,4.81,Good experience
1025,1025,29,2026-03-02 12:59:44,2026-03-02 14:06:44,2026-03-02 14:20:44,in_transit,22.64,3.42,Great service!
1026,1026,29,2026-02-22 12:51:44,2026-02-22 13:34:44,,failed,7.58,4.7,
1027,1027,4,2026-03-18 13:14:44,2026-03-18 13:47:44,2026-03-18 13:38:44,picked_up,18.88,4.35,Fast delivery
1028,1028,15,2026-02-27 13:07:44,2026-02-27 14:24:44,2026-02-27 14:51:44,assigned,24.46,4.9,
1029,1029,1,2026-02-05 13:14:44,2026-02-05 13:53:44,2026-02-05 14:23:44,picked_up,18.63,3.73,Good experience
1030,1030,48,2026-04-09 13:03:44,2026-04-09 14:12:44,2026-04-09 14:22:44,assigned,19.92,,
1031,1031,7,2026-03-06 12:54:44,2026-03-06 13:50:44,2026-03-06 13:38:44,failed,6.2,3.89,
1032,1032,24,2026-04-03 13:22:44,2026-04-03 14:39:44,,in_transit,22.5,,
1033,1033,17,2026-02-25 13:08:44,2026-02-25 14:15:44,2026-02-25 14:41:44,failed,6.24,3.93,Great service!
1034,1034,16,2026-03-07 12:48:44,2026-03-07 13:23:44,2026-03-07 13:46:44,picked_up,8.99,3.74,Good experience
1035,1035,11,2026-03-10 12:53:44,2026-03-10 13:54:44,2026-03-10 13:53:44,assigned,16.55,4.37,Great service!
1036,1036,9,2026-04-17 12:50:44,2026-04-17 13:44:44,2026-04-17 14:10:44,in_transit,19.94,,Good experience
1037,1037,13,2026-03-12 13:07:44,2026-03-12 14:14:44,2026-03-12 14:05:44,failed,24.25,4.92,
1038,1038,5,2026-03-01 13:31:44,2026-03-01 14:43:44,2026-03-01 14:52:44,pending,6.47,4.74,Good experience
1039,1039,32,2026-04-10 13:21:44,2026-04-10 14:16:44,2026-04-10 14:23:44,failed,17.46,,
1040,1040,43,2026-02-18 13:26:44,2026-02-18 14:44:44,2026-02-18 14:51:44,delivered,16.33,4.2,
1041,1041,35,2026-04-09 12:50:44,2026-04-09 13:24:44,2026-04-09 13:13:44,picked_up,21.44,4.08,Good experience
1042,1042,35,2026-04-05 13:23:44,2026-04-05 14:12:44,2026-04-05 13:59:44,pending,12.07,,
1043,1043,38,2026-04-20 13:18:44,2026-04-20 14:39:44,2026-04-20 14:55:44,pending,14.89,3.67,
1044,1044,41,2026-03-18 13:03:44,2026-03-18 14:23:44,2026-03-18 14:48:44,in_transit,5.85,3.48,
1045,1045,27,2026-03-04 13:22:44,2026-03-04 14:08:44,2026-03-04 13:55:44,delivered,10.63,3.86,
1046,1046,50,2026-04-02 12:55:44,2026-04-02 13:33:44,2026-04-02 13:46:44,assigned,18.09,,Good experience
1047,1047,30,2026-02-03 13:28:44,2026-02-03 14:11:44,2026-02-03 14:40:44,pending,21.35,4.39,
1048,1048,23,2026-02-20 13:31:44,2026-02-20 14:20:44,2026-02-20 14:15:44,pending,5.5,,Good experience
1049,1049,16,2026-04-19 12:59:44,2026-04-19 13:25:44,2026-04-19 13:42:44,assigned,6.94,,
1050,1050,10,2026-02-19 12:57:44,2026-02-19 14:09:44,2026-02-19 14:10:44,pending,19.41,,Fast delivery
1051,1051,40,2026-04-06 13:03:44,2026-04-06 13:44:44,,failed,8.02,4.1,
1052,1052,3,2026-02-17 12:59:44,2026-02-17 14:10:44,2026-02-17 14:25:44,assigned,18.88,3.04,Good experience
1053,1053,2,2026-04-07 13:29:44,2026-04-07 14:33:44,2026-04-07 14:44:44,picked_up,24.19,4.12,Great service!
1054,1054,7,2026-02-15 13:17:44,2026-02-15 14:33:44,,assigned,12.23,4.12,Good experience
1055,1055,44,2026-03-01 13:12:44,2026-03-01 14:41:44,2026-03-01 14:56:44,pending,24.89,,Great service!
1056,1056,20,2026-03-01 13:25:44,2026-03-01 13:51:44,2026-03-01 13:44:44,delivered,6.44,4.14,Fast delivery
1057,1057,26,2026-02-18 13:07:44,2026-02-18 13:51:44,2026-02-18 14:17:44,in_transit,22.94,3.8,
1058,1058,35,2026-03-24 13:14:44,2026-03-24 13:55:44,2026-03-24 14:25:44,in_transit,19.41,3.91,
1059,1059,48,2026-04-17 12:52:44,2026-04-17 13:34:44,2026-04-17 14:02:44,assigned,3.71,,Good experience
1060,1060,37,2026-03-22 13:10:44,2026-03-22 13:37:44,2026-03-22 13:50:44,in_transit,8.52,4.47,
1061,1061,21,2026-02-09 12:56:44,2026-02-09 13:37:44,2026-02-09 13:30:44,in_transit,22.75,3.49,Fast delivery
1062,1062,40,2026-04-01 13:28:44,2026-04-01 14:13:44,2026-04-01 14:40:44,in_transit,11.46,,Fast delivery
1063,1063,13,2026-02-04 13:10:44,2026-02-04 14:20:44,,picked_up,24.74,4.39,Good experience
1064,1064,28,2026-03-02 13:02:44,2026-03-02 13:56:44,2026-03-02 14:18:44,delivered,7.93,4.58,Fast delivery
1065,1065,24,2026-02-20 12:52:44,2026-02-20 14:03:44,2026-02-20 14:19:44,delivered,17.28,3.73,Fast delivery
1066,1066,39,2026-01-25 13:05:44,2026-01-25 13:56:44,2026-01-25 13:42:44,delivered,15.8,,
1067,1067,43,2026-03-28 13:06:44,2026-03-28 14:06:44,2026-03-28 13:54:44,picked_up,3.36,,Great service!
1068,1068,11,2026-02-13 13:27:44,2026-02-13 14:36:44,2026-02-13 15:04:44,picked_up,17.61,,Great service!
1069,1069,6,2026-03-08 13:30:44,2026-03-08 14:33:44,2026-03-08 14:38:44,delivered,10.43,,
1070,1070,3,2026-02-19 13:21:44,2026-02-19 13:53:44,2026-02-19 14:02:44,picked_up,16.28,3.65,Fast delivery
1071,1071,38,2026-04-02 13:14:44,2026-04-02 13:44:44,2026-04-02 13:55:44,delivered,18.89,4.19,Fast delivery
1072,1072,20,2026-01-20 13:15:44,2026-01-20 14:03:44,2026-01-20 13:55:44,assigned,8.09,4.97,Good experience
1073,1073,21,2026-03-25 13:09:44,2026-03-25 14:23:44,2026-03-25 14:10:44,pending,17.9,3.79,Great service!
1074,1074,9,2026-02-02 12:50:44,2026-02-02 13:50:44,2026-02-02 14:03:44,assigned,7.79,4.71,Good experience
1075,1075,25,2026-04-06 12:47:44,2026-04-06 13:51:44,2026-04-06 13:49:44,assigned,15.64,4.12,Fast delivery
1076,1076,42,2026-03-29 13:24:44,2026-03-29 13:49:44,2026-03-29 13:57:44,assigned,9.95,3.74,Good experience
1077,1077,42,2026-02-16 12:52:44,2026-02-16 13:18:44,2026-02-16 13:09:44,pending,20.07,4.8,
1078,1078,18,2026-04-10 12:52:44,2026-04-10 14:13:44,2026-04-10 14:24:44,failed,21.05,3.87,Fast delivery
1079,1079,17,2026-04-06 13:15:44,2026-04-06 14:20:44,2026-04-06 14:13:44,failed,10.31,4.3,
1080,1080,11,2026-02-09 13:25:44,2026-02-09 14:42:44,2026-02-09 15:09:44,failed,14.56,,
1081,1081,31,2026-03-07 13:27:44,2026-03-07 14:09:44,2026-03-07 14:26:44,assigned,16.99,3.05,Great service!
1082,1082,5,2026-03-01 13:11:44,2026-03-01 14:30:44,2026-03-01 14:34:44,assigned,16.88,,
1083,1083,18,2026-04-20 12:48:44,2026-04-20 13:49:44,2026-04-20 13:36:44,assigned,15.02,3.38,
1084,1084,44,2026-04-16 12:47:44,2026-04-16 13:57:44,2026-04-16 14:02:44,delivered,12.67,3.11,
1085,1085,9,2026-04-12 13:06:44,2026-04-12 14:26:44,2026-04-12 14:27:44,picked_up,24.38,,Great service!
1086,1086,41,2026-03-23 13:31:44,2026-03-23 14:44:44,2026-03-23 14:55:44,delivered,6.2,3.1,Fast delivery
1087,1087,3,2026-03-20 13:01:44,2026-03-20 13:51:44,2026-03-20 14:04:44,assigned,8.49,4.53,Fast delivery
1088,1088,20,2026-02-05 13:16:44,2026-02-05 14:18:44,2026-02-05 14:37:44,failed,15.04,,
1089,1089,38,2026-04-03 13:31:44,2026-04-03 14:52:44,2026-04-03 14:53:44,in_transit,9.95,3.31,
1090,1090,24,2026-02-21 13:31:44,2026-02-21 14:55:44,2026-02-21 15:03:44,pending,10.75,3.7,Great service!
1091,1091,35,2026-04-08 13:00:44,2026-04-08 13:58:44,2026-04-08 14:00:44,in_transit,18.71,3.22,
1092,1092,27,2026-04-02 13:14:44,2026-04-02 14:33:44,2026-04-02 14:23:44,pending,6.22,,
1093,1093,14,2026-03-31 13:22:44,2026-03-31 14:46:44,2026-03-31 14:36:44,assigned,3.02,3.29,Great service!
1094,1094,12,2026-03-21 13:16:44,2026-03-21 14:19:44,2026-03-21 14:14:44,assigned,9.19,,
1095,1095,46,2026-02-20 12:53:44,2026-02-20 13:53:44,2026-02-20 13:49:44,assigned,2.86,3.19,Good experience
1096,1096,7,2026-02-16 13:10:44,2026-02-16 14:38:44,2026-02-16 14:46:44,picked_up,21.06,4.09,Great service!
1097,1097,19,2026-03-14 13:25:44,2026-03-14 13:54:44,2026-03-14 13:47:44,in_transit,11.96,4.38,
1098,1098,8,2026-02-14 13:07:44,2026-02-14 14:18:44,2026-02-14 14:18:44,in_transit,12.62,3.61,Good experience
1099,1099,47,2026-03-31 13:23:44,2026-03-31 14:03:44,2026-03-31 13:48:44,picked_up,11.28,3.67,
1100,1100,32,2026-02-09 12:51:44,2026-02-09 13:17:44,2026-02-09 13:09:44,delivered,18.27,3.11,Fast delivery
1101,1101,31,2026-01-27 12:48:44,2026-01-27 13:52:44,2026-01-27 14:08:44,assigned,24.95,3.38,
1102,1102,24,2026-04-15 13:27:44,2026-04-15 14:29:44,2026-04-15 14:40:44,assigned,15.52,3.24,
1103,1103,17,2026-03-20 13:18:44,2026-03-20 14:46:44,2026-03-20 15:15:44,delivered,10.97,4.93,
1104,1104,17,2026-04-18 13:00:44,2026-04-18 14:24:44,2026-04-18 14:48:44,assigned,24.02,4.49,
1105,1105,40,2026-03-22 13:16:44,2026-03-22 13:59:44,,in_transit,7.55,4.43,Good experience
1106,1106,25,2026-03-26 13:26:44,2026-03-26 13:56:44,2026-03-26 14:26:44,failed,10.22,3.46,Good experience
1107,1107,23,2026-01-26 13:19:44,2026-01-26 14:32:44,2026-01-26 14:39:44,delivered,19.4,4.68,Great service!
1108,1108,23,2026-03-08 13:11:44,2026-03-08 14:22:44,2026-03-08 14:48:44,assigned,13.95,3.68,
1109,1109,43,2026-03-29 13:31:44,2026-03-29 14:22:44,2026-03-29 14:46:44,delivered,14.78,,
1110,1110,44,2026-03-07 12:56:44,2026-03-07 13:59:44,2026-03-07 14:09:44,delivered,14.1,4.48,Fast delivery
1111,1111,19,2026-02-07 13:22:44,2026-02-07 14:38:44,2026-02-07 14:28:44,delivered,14.3,4.6,
1112,1112,22,2026-01-27 12:54:44,2026-01-27 14:13:44,2026-01-27 14:27:44,pending,21.97,4.79,Good experience
1113,1113,36,2026-03-17 13:26:44,2026-03-17 14:10:44,2026-03-17 14:11:44,assigned,11.11,,Good experience
1114,1114,19,2026-03-23 13:25:44,2026-03-23 14:26:44,2026-03-23 14:31:44,picked_up,13.1,4.06,Good experience
1115,1115,11,2026-02-10 13:16:44,2026-02-10 13:36:44,2026-02-10 13:57:44,failed,11.28,4.06,
1116,1116,46,2026-02-02 12:55:44,2026-02-02 13:26:44,2026-02-02 13:17:44,delivered,21.9,4.63,Good experience
1117,1117,24,2026-01-20 13:26:44,2026-01-20 14:06:44,2026-01-20 14:29:44,delivered,23.78,4.42,
1118,1118,42,2026-02-28 13:24:44,2026-02-28 14:28:44,2026-02-28 14:55:44,in_transit,22.6,,Good experience
1119,1119,3,2026-03-09 12:46:44,2026-03-09 13:12:44,2026-03-09 12:59:44,delivered,24.55,,Fast delivery
1120,1120,28,2026-02-14 13:03:44,2026-02-14 13:37:44,2026-02-14 13:33:44,pending,2.21,3.11,
1121,1121,29,2026-02-27 12:54:44,2026-02-27 14:21:44,2026-02-27 14:08:44,assigned,15.67,4.37,Great service!
1122,1122,17,2026-03-31 13:27:44,2026-03-31 14:23:44,2026-03-31 14:36:44,assigned,24.53,4.57,Fast delivery
1123,1123,25,2026-02-04 13:04:44,2026-02-04 13:28:44,2026-02-04 13:44:44,delivered,10.96,4.02,
1124,1124,24,2026-03-06 13:02:44,2026-03-06 14:04:44,2026-03-06 14:34:44,picked_up,19.98,,
1125,1125,4,2026-04-14 13:26:44,2026-04-14 14:49:44,2026-04-14 15:06:44,pending,12.17,4.18,Good experience
1126,1126,1,2026-01-28 13:25:44,2026-01-28 14:47:44,2026-01-28 15:08:44,in_transit,18.38,,Great service!
1127,1127,15,2026-01-27 13:18:44,2026-01-27 14:43:44,,picked_up,17.47,3.46,
1128,1128,14,2026-03-31 12:52:44,2026-03-31 13:59:44,2026-03-31 13:52:44,assigned,17.65,4.52,
1129,1129,44,2026-03-08 12:48:44,2026-03-08 14:18:44,,failed,13.44,4.47,Good experience
1130,1130,6,2026-04-18 13:24:44,2026-04-18 14:14:44,2026-04-18 14:37:44,pending,23.81,4.55,
1131,1131,18,2026-02-03 12:51:44,2026-02-03 13:27:44,2026-02-03 13:44:44,pending,20.72,4.71,Great service!
1132,1132,47,2026-02-27 13:31:44,2026-02-27 14:24:44,2026-02-27 14:34:44,failed,23.29,4.15,Great service!
1133,1133,49,2026-01-22 12:56:44,2026-01-22 14:06:44,2026-01-22 14:26:44,pending,14.24,4.99,Fast delivery
1134,1134,17,2026-03-20 13:18:44,2026-03-20 13:48:44,2026-03-20 13:53:44,delivered,6.13,,Fast delivery
1135,1135,3,2026-04-04 13:24:44,2026-04-04 14:49:44,2026-04-04 15:09:44,delivered,21.98,4.19,
1136,1136,2,2026-03-04 13:16:44,2026-03-04 13:36:44,2026-03-04 14:02:44,picked_up,15.92,4.44,Fast delivery
1137,1137,48,2026-03-27 12:46:44,2026-03-27 14:03:44,2026-03-27 14:07:44,failed,17.36,,Fast delivery
1138,1138,6,2026-02-14 13:26:44,2026-02-14 14:50:44,2026-02-14 14:44:44,in_transit,17.53,,Good experience
1139,1139,24,2026-03-26 12:53:44,2026-03-26 13:49:44,,in_transit,16.75,4.86,
1140,1140,18,2026-04-16 12:47:44,2026-04-16 13:24:44,2026-04-16 13:26:44,assigned,14.03,4.16,Great service!
1141,1141,44,2026-04-16 12:55:44,2026-04-16 13:58:44,2026-04-16 13:53:44,picked_up,24.42,4.57,Good experience
1142,1142,43,2026-02-25 12:46:44,2026-02-25 13:43:44,2026-02-25 13:37:44,delivered,24.5,3.47,Good experience
1143,1143,47,2026-04-08 13:22:44,2026-04-08 13:53:44,2026-04-08 13:50:44,in_transit,21.88,,Fast delivery
1144,1144,17,2026-04-14 12:54:44,2026-04-14 13:33:44,2026-04-14 13:35:44,picked_up,19.48,3.38,Fast delivery
1145,1145,48,2026-04-11 13:19:44,2026-04-11 14:49:44,2026-04-11 15:19:44,picked_up,20.32,,Great service!
1146,1146,43,2026-04-04 12:46:44,2026-04-04 14:01:44,2026-04-04 14:25:44,in_transit,10.61,3.3,Great service!
1147,1147,39,2026-03-06 13:17:44,2026-03-06 13:58:44,2026-03-06 14:00:44,picked_up,15.0,3.84,
1148,1148,28,2026-03-02 12:48:44,2026-03-02 13:58:44,2026-03-02 14:19:44,delivered,2.57,3.82,Great service!
1149,1149,47,2026-02-22 13:28:44,2026-02-22 14:05:44,2026-02-22 14:05:44,pending,19.71,3.14,Great service!
1150,1150,50,2026-02-04 12:50:44,2026-02-04 13:15:44,2026-02-04 13:22:44,in_transit,13.21,4.88,Good experience
1151,1151,10,2026-03-29 13:10:44,2026-03-29 13:40:44,2026-03-29 14:06:44,picked_up,21.11,4.0,Fast delivery
1152,1152,26,2026-02-14 13:10:44,2026-02-14 14:18:44,2026-02-14 14:13:44,delivered,3.96,4.8,
1153,1153,50,2026-03-03 12:56:44,2026-03-03 13:45:44,2026-03-03 13:54:44,picked_up,6.33,3.43,Fast delivery
1154,1154,41,2026-03-18 12:49:44,2026-03-18 13:24:44,2026-03-18 13:49:44,failed,22.2,,Fast delivery
1155,1155,29,2026-02-02 13:21:44,2026-02-02 14:51:44,2026-02-02 15:14:44,assigned,7.72,3.27,
1156,1156,22,2026-03-16 13:13:44,2026-03-16 14:12:44,2026-03-16 14:33:44,picked_up,22.7,4.64,Fast delivery
1157,1157,1,2026-04-20 12:48:44,2026-04-20 13:49:44,2026-04-20 14:09:44,pending,13.11,,Great service!
1158,1158,3,2026-03-20 13:12:44,2026-03-20 13:37:44,2026-03-20 13:29:44,picked_up,13.82,,Great service!
1159,1159,6,2026-02-17 12:50:44,2026-02-17 13:21:44,2026-02-17 13:46:44,delivered,13.1,,
1160,1160,7,2026-04-19 12:50:44,2026-04-19 13:17:44,2026-04-19 13:25:44,in_transit,19.44,,Great service!
1161,1161,29,2026-01-21 13:13:44,2026-01-21 13:47:44,2026-01-21 13:32:44,in_transit,8.05,4.78,
1162,1162,19,2026-03-11 13:11:44,2026-03-11 13:57:44,2026-03-11 13:48:44,assigned,22.66,,
1163,1163,37,2026-02-09 13:02:44,2026-02-09 13:57:44,2026-02-09 13:53:44,pending,24.3,4.09,
1164,1164,2,2026-03-21 12:48:44,2026-03-21 13:30:44,2026-03-21 13:34:44,picked_up,6.22,3.05,Fast delivery
1165,1165,18,2026-04-12 13:12:44,2026-04-12 14:19:44,2026-04-12 14:48:44,assigned,4.83,,
1166,1166,29,2026-02-12 13:25:44,2026-02-12 14:37:44,2026-02-12 14:37:44,pending,19.7,4.83,
1167,1167,11,2026-04-08 13:24:44,2026-04-08 14:17:44,2026-04-08 14:13:44,assigned,6.0,3.4,
1168,1168,12,2026-02-28 13:26:44,2026-02-28 13:46:44,2026-02-28 13:55:44,picked_up,2.69,,Fast delivery
1169,1169,32,2026-02-19 13:20:44,2026-02-19 13:57:44,2026-02-19 14:12:44,failed,9.95,4.71,Great service!
1170,1170,47,2026-02-02 13:13:44,2026-02-02 14:13:44,2026-02-02 14:07:44,failed,17.01,4.2,Good experience
1171,1171,40,2026-02-08 13:01:44,2026-02-08 14:04:44,2026-02-08 13:54:44,in_transit,12.17,,Fast delivery
1172,1172,11,2026-02-23 13:11:44,2026-02-23 13:32:44,2026-02-23 13:44:44,assigned,19.95,3.57,Fast delivery
1173,1173,23,2026-03-22 13:04:44,2026-03-22 13:57:44,2026-03-22 13:49:44,in_transit,23.02,4.05,Fast delivery
1174,1174,39,2026-02-02 12:48:44,2026-02-02 13:47:44,2026-02-02 14:04:44,pending,16.65,3.18,Great service!
1175,1175,30,2026-03-08 13:23:44,2026-03-08 14:37:44,2026-03-08 14:56:44,in_transit,14.49,4.41,Great service!
1176,1176,34,2026-03-23 13:06:44,2026-03-23 14:14:44,2026-03-23 14:04:44,pending,19.14,,Good experience
1177,1177,31,2026-02-24 12:58:44,2026-02-24 13:29:44,2026-02-24 13:38:44,failed,2.7,,
1178,1178,50,2026-04-16 12:46:44,2026-04-16 13:31:44,2026-04-16 13:49:44,assigned,16.22,3.91,Fast delivery
