order_item_id,order_id,product_id,quantity,unit_price,subtotal
2234,396,181,4,334.26,1337.04
2235,396,91,3,54.01,162.03
2236,396,134,3,467.24,1401.72
2237,397,144,4,73.7,294.8
2238,397,126,3,171.77,515.31
2239,397,176,1,81.1,81.1
2240,397,143,4,358.72,1434.88
2241,397,167,3,310.98,932.94
2242,397,46,1,440.66,440.66
2243,397,94,4,246.88,987.52
2244,398,98,3,49.09,147.27
2245,398,46,1,440.66,440.66
2246,398,51,4,289.46,1157.84
2247,398,93,5,83.51,417.55
2248,399,129,1,147.3,147.3
2249,399,156,3,203.62,610.86
2250,399,9,3,32.74,98.22
2251,399,165,4,72.03,288.12
2252,399,102,1,242.06,242.06
2253,400,184,4,336.25,1345.0
2254,401,27,1,53.39,53.39
2255,401,95,1,111.4,111.4
2256,401,157,2,126.77,253.54
2257,401,181,2,334.26,668.52
2258,401,34,1,341.68,341.68
2259,401,108,1,201.91,201.91
2260,401,15,4,355.11,1420.44
2261,401,164,1,105.71,105.71
2262,401,81,1,99.26,99.26
2263,402,173,3,365.48,1096.44
2264,402,182,2,232.24,464.48
2265,402,151,3,379.75,1139.25
2266,402,133,1,23.76,23.76
2267,402,171,4,194.83,779.32
2268,402,107,1,435.03,435.03
2269,403,12,3,235.62,706.86
2270,403,156,2,203.62,407.24
2271,403,177,5,345.11,1725.55
2272,403,105,2,485.12,970.24
2273,403,163,1,470.83,470.83
2274,403,80,3,81.63,244.89
2275,403,144,3,73.7,221.1
2276,403,31,3,153.43,460.29
2277,404,187,1,127.83,127.83
2278,404,48,3,209.9,629.7
2279,404,152,1,488.58,488.58
2280,405,79,2,489.43,978.86
2281,405,192,2,257.3,514.6
2282,405,80,1,81.63,81.63
2283,405,98,3,49.09,147.27
2284,406,52,2,378.57,757.14
2285,406,76,3,441.79,1325.37
2286,406,179,4,420.19,1680.76
2287,406,68,1,21.56,21.56
2288,406,126,3,171.77,515.31
2289,407,10,5,363.69,1818.45
2290,407,99,2,404.28,808.56
2291,407,138,5,350.0,1750.0
2292,408,142,3,97.56,292.68
2293,408,24,5,418.11,2090.55
2294,408,198,2,84.0,168.0
2295,408,67,2,228.69,457.38
2296,408,120,3,297.88,893.64
2297,408,9,1,32.74,32.74
2298,408,133,2,23.76,47.52
2299,408,122,2,291.31,582.62
2300,408,120,5,297.88,1489.4
2301,409,180,1,120.89,120.89
2302,409,162,3,346.17,1038.51
2303,409,3,2,127.14,254.28
2304,409,108,4,201.91,807.64
2305,409,86,3,78.08,234.24
2306,409,166,1,369.7,369.7
2307,410,113,5,298.01,1490.05
2308,411,186,3,64.83,194.49
2309,411,154,3,395.55,1186.65
2310,411,124,4,134.57,538.28
2311,411,77,1,47.8,47.8
2312,411,60,5,203.18,1015.9
2313,412,132,2,313.61,627.22
2314,412,77,5,47.8,239.0
2315,412,179,5,420.19,2100.95
2316,413,80,2,81.63,163.26
2317,413,89,4,54.08,216.32
2318,414,79,1,489.43,489.43
2319,414,48,2,209.9,419.8
2320,414,53,4,450.95,1803.8
2321,414,24,2,418.11,836.22
2322,414,40,5,350.32,1751.6
2323,415,141,4,21.7,86.8
2324,415,179,2,420.19,840.38
2325,415,121,4,59.35,237.4
2326,415,119,2,77.55,155.1
2327,415,196,1,242.98,242.98
2328,415,100,2,111.96,223.92
2329,415,82,2,223.11,446.22
2330,415,103,3,407.85,1223.55
2331,416,172,5,319.11,1595.55
2332,416,7,2,34.3,68.6
2333,416,156,2,203.62,407.24
2334,416,197,2,460.39,920.78
2335,416,95,3,111.4,334.2
2336,416,88,5,130.46,652.3
2337,416,1,5,326.92,1634.6
2338,416,154,4,395.55,1582.2
2339,417,112,1,111.15,111.15
2340,417,87,4,182.28,729.12
2341,417,168,2,204.89,409.78
2342,417,109,2,464.73,929.46
2343,417,73,3,386.01,1158.03
2344,418,175,5,213.15,1065.75
2345,418,28,4,129.39,517.56
2346,418,22,3,79.92,239.76
2347,418,176,1,81.1,81.1
2348,418,168,4,204.89,819.56
2349,418,4,2,69.2,138.4
2350,418,82,2,223.11,446.22
2351,419,109,1,464.73,464.73
2352,419,78,4,61.11,244.44
2353,419,67,1,228.69,228.69
2354,419,155,4,148.07,592.28
2355,419,129,3,147.3,441.9
2356,419,200,4,476.02,1904.08
2357,419,183,3,247.13,741.39
2358,420,39,1,202.14,202.14
2359,420,87,5,182.28,911.4
2360,421,73,1,386.01,386.01
2361,421,32,4,420.37,1681.48
2362,421,118,3,52.62,157.86
2363,421,13,5,408.53,2042.65
2364,421,176,3,81.1,243.3
2365,421,65,4,380.42,1521.68
2366,421,87,3,182.28,546.84
2367,421,197,1,460.39,460.39
2368,422,77,1,47.8,47.8
2369,422,153,1,31.9,31.9
2370,422,92,1,341.11,341.11
2371,422,137,4,121.1,484.4
2372,422,64,2,347.22,694.44
2373,422,22,5,79.92,399.6
2374,423,118,5,52.62,263.1
2375,423,63,5,346.54,1732.7
2376,423,146,4,285.21,1140.84
2377,423,11,1,281.57,281.57
2378,423,84,3,362.22,1086.66
2379,423,10,2,363.69,727.38
2380,424,109,4,464.73,1858.92
2381,424,6,2,303.44,606.88
2382,424,192,3,257.3,771.9
2383,424,185,1,338.65,338.65
2384,424,111,1,337.7,337.7
2385,425,178,1,293.17,293.17
2386,425,96,5,190.06,950.3
2387,425,122,2,291.31,582.62
2388,425,195,4,405.97,1623.88
2389,426,174,3,168.46,505.38
2390,426,70,1,385.74,385.74
2391,426,105,2,485.12,970.24
2392,427,163,3,470.83,1412.49
2393,427,25,2,445.02,890.04
2394,427,58,1,400.2,400.2
2395,427,182,3,232.24,696.72
2396,427,57,1,93.36,93.36
2397,427,157,3,126.77,380.31
2398,427,187,5,127.83,639.15
2399,427,118,5,52.62,263.1
2400,427,108,5,201.91,1009.55
2401,427,85,5,230.29,1151.45
2402,428,39,4,202.14,808.56
2403,428,191,4,113.33,453.32
2404,428,54,5,193.76,968.8
2405,428,179,2,420.19,840.38
2406,428,173,4,365.48,1461.92
2407,428,66,4,183.28,733.12
2408,428,9,5,32.74,163.7
2409,428,21,4,370.27,1481.08
2410,429,193,3,334.91,1004.73
2411,429,116,4,95.57,382.28
2412,429,8,2,131.68,263.36
2413,429,160,5,177.57,887.85
2414,429,43,5,406.42,2032.1
2415,430,97,5,434.64,2173.2
2416,430,34,4,341.68,1366.72
2417,430,156,1,203.62,203.62
2418,430,25,4,445.02,1780.08
2419,431,141,4,21.7,86.8
2420,431,91,2,54.01,108.02
2421,431,108,5,201.91,1009.55
2422,431,72,3,312.31,936.93
2423,431,198,3,84.0,252.0
2424,431,162,1,346.17,346.17
2425,431,171,3,194.83,584.49
2426,432,116,2,95.57,191.14
2427,432,46,4,440.66,1762.64
2428,432,74,1,460.88,460.88
2429,432,137,3,121.1,363.3
2430,432,196,4,242.98,971.92
2431,433,49,1,240.25,240.25
2432,433,159,2,31.36,62.72
2433,433,36,5,54.27,271.35
2434,433,159,5,31.36,156.8
2435,433,21,5,370.27,1851.35
2436,433,147,4,40.08,160.32
2437,433,6,3,303.44,910.32
2438,434,6,5,303.44,1517.2
2439,434,168,4,204.89,819.56
2440,434,142,5,97.56,487.8
2441,434,50,2,87.02,174.04
2442,434,118,3,52.62,157.86
2443,434,186,2,64.83,129.66
2444,435,148,4,451.48,1805.92
2445,435,118,2,52.62,105.24
2446,435,176,5,81.1,405.5
2447,435,114,2,379.03,758.06
2448,436,41,2,348.61,697.22
2449,436,119,1,77.55,77.55
2450,436,2,1,375.94,375.94
2451,436,175,4,213.15,852.6
2452,436,134,4,467.24,1868.96
2453,436,99,1,404.28,404.28
2454,437,183,1,247.13,247.13
2455,437,113,4,298.01,1192.04
2456,437,186,1,64.83,64.83
2457,437,75,4,254.53,1018.12
2458,437,186,1,64.83,64.83
2459,437,94,4,246.88,987.52
2460,437,184,5,336.25,1681.25
2461,437,162,4,346.17,1384.68
2462,437,110,1,223.04,223.04
2463,438,37,2,102.15,204.3
2464,438,124,2,134.57,269.14
2465,438,68,1,21.56,21.56
2466,438,85,1,230.29,230.29
2467,438,118,4,52.62,210.48
2468,438,193,2,334.91,669.82
2469,439,146,3,285.21,855.63
2470,439,153,1,31.9,31.9
2471,439,195,2,405.97,811.94
2472,439,38,5,137.51,687.55
2473,439,74,1,460.88,460.88
2474,440,163,3,470.83,1412.49
2475,440,122,4,291.31,1165.24
2476,440,173,3,365.48,1096.44
2477,440,40,2,350.32,700.64
2478,440,38,5,137.51,687.55
2479,440,75,4,254.53,1018.12
2480,440,66,2,183.28,366.56
2481,440,8,2,131.68,263.36
2482,440,150,3,444.38,1333.14
2483,440,38,5,137.51,687.55
2484,441,44,3,148.52,445.56
2485,441,165,2,72.03,144.06
2486,441,151,5,379.75,1898.75
2487,441,81,5,99.26,496.3
2488,441,96,4,190.06,760.24
2489,441,125,2,342.41,684.82
2490,441,135,4,146.94,587.76
2491,441,45,4,458.31,1833.24
2492,441,98,1,49.09,49.09
2493,441,172,1,319.11,319.11
2494,442,167,2,310.98,621.96
2495,442,92,4,341.11,1364.44
2496,443,171,1,194.83,194.83
2497,443,103,1,407.85,407.85
2498,443,85,5,230.29,1151.45
2499,443,18,3,69.06,207.18
2500,443,142,5,97.56,487.8
2501,443,190,5,218.93,1094.65
2502,444,190,2,218.93,437.86
2503,444,177,2,345.11,690.22
2504,444,59,4,306.28,1225.12
2505,444,46,1,440.66,440.66
2506,444,156,3,203.62,610.86
2507,445,78,1,61.11,61.11
2508,445,54,2,193.76,387.52
2509,445,63,5,346.54,1732.7
2510,445,195,5,405.97,2029.85
2511,445,123,4,118.04,472.16
2512,445,26,5,297.13,1485.65
2513,445,14,3,384.23,1152.69
2514,445,163,1,470.83,470.83
2515,445,51,4,289.46,1157.84
2516,446,154,4,395.55,1582.2
2517,446,77,5,47.8,239.0
2518,446,3,5,127.14,635.7
2519,446,111,1,337.7,337.7
2520,447,194,4,393.64,1574.56
2521,447,1,3,326.92,980.76
2522,447,194,4,393.64,1574.56
2523,447,154,3,395.55,1186.65
2524,447,127,2,239.98,479.96
2525,447,85,5,230.29,1151.45
2526,447,124,5,134.57,672.85
2527,447,73,3,386.01,1158.03
2528,447,68,5,21.56,107.8
2529,447,64,3,347.22,1041.66
2530,448,2,3,375.94,1127.82
2531,448,131,4,95.72,382.88
2532,448,127,2,239.98,479.96
2533,448,46,1,440.66,440.66
2534,448,195,4,405.97,1623.88
2535,448,173,3,365.48,1096.44
2536,448,25,4,445.02,1780.08
2537,448,88,5,130.46,652.3
2538,449,82,5,223.11,1115.55
2539,449,121,1,59.35,59.35
2540,449,176,3,81.1,243.3
2541,449,157,2,126.77,253.54
2542,449,147,2,40.08,80.16
2543,450,84,5,362.22,1811.1
2544,450,122,5,291.31,1456.55
2545,450,107,3,435.03,1305.09
2546,451,187,3,127.83,383.49
2547,451,191,3,113.33,339.99
2548,451,116,3,95.57,286.71
2549,451,109,5,464.73,2323.65
2550,451,101,4,87.29,349.16
2551,451,2,4,375.94,1503.76
2552,452,5,2,448.25,896.5
2553,452,54,3,193.76,581.28
2554,452,76,3,441.79,1325.37
2555,452,7,3,34.3,102.9
2556,452,110,4,223.04,892.16
2557,453,71,1,437.85,437.85
2558,453,20,2,309.79,619.58
2559,453,42,3,129.94,389.82
2560,453,186,4,64.83,259.32
2561,453,185,5,338.65,1693.25
2562,453,121,1,59.35,59.35
2563,453,200,4,476.02,1904.08
2564,453,177,4,345.11,1380.44
2565,454,71,5,437.85,2189.25
2566,454,95,4,111.4,445.6
2567,454,73,1,386.01,386.01
2568,454,121,2,59.35,118.7
2569,454,192,1,257.3,257.3
2570,454,84,4,362.22,1448.88
2571,455,113,2,298.01,596.02
2572,455,84,5,362.22,1811.1
2573,456,198,1,84.0,84.0
2574,456,180,3,120.89,362.67
2575,456,93,4,83.51,334.04
2576,457,86,2,78.08,156.16
2577,457,174,3,168.46,505.38
2578,457,66,5,183.28,916.4
2579,457,192,1,257.3,257.3
2580,457,36,1,54.27,54.27
2581,457,165,4,72.03,288.12
2582,458,5,5,448.25,2241.25
2583,458,112,1,111.15,111.15
2584,458,130,3,442.05,1326.15
2585,458,138,4,350.0,1400.0
2586,458,73,5,386.01,1930.05
2587,458,86,1,78.08,78.08
2588,459,23,5,57.82,289.1
2589,459,120,5,297.88,1489.4
2590,459,167,2,310.98,621.96
2591,459,193,1,334.91,334.91
2592,459,197,4,460.39,1841.56
2593,459,71,4,437.85,1751.4
2594,459,116,2,95.57,191.14
2595,459,167,3,310.98,932.94
2596,459,19,2,66.42,132.84
2597,460,148,3,451.48,1354.44
2598,460,2,5,375.94,1879.7
2599,460,100,1,111.96,111.96
2600,460,3,2,127.14,254.28
2601,460,83,4,382.53,1530.12
2602,460,39,3,202.14,606.42
2603,460,58,5,400.2,2001.0
2604,461,184,5,336.25,1681.25
2605,461,40,2,350.32,700.64
2606,461,198,2,84.0,168.0
2607,461,53,3,450.95,1352.85
2608,461,47,1,122.06,122.06
2609,461,7,5,34.3,171.5
2610,462,81,2,99.26,198.52
2611,462,169,2,142.27,284.54
2612,462,52,3,378.57,1135.71
2613,462,42,4,129.94,519.76
2614,462,70,2,385.74,771.48
2615,462,56,3,382.78,1148.34
2616,463,13,4,408.53,1634.12
2617,463,113,4,298.01,1192.04
2618,463,51,2,289.46,578.92
2619,463,198,4,84.0,336.0
2620,463,152,1,488.58,488.58
2621,463,24,2,418.11,836.22
2622,463,130,5,442.05,2210.25
2623,464,92,3,341.11,1023.33
2624,464,107,2,435.03,870.06
2625,464,54,1,193.76,193.76
2626,464,130,3,442.05,1326.15
2627,464,123,3,118.04,354.12
2628,464,131,1,95.72,95.72
2629,464,117,1,428.64,428.64
2630,464,2,4,375.94,1503.76
2631,464,108,4,201.91,807.64
2632,464,26,3,297.13,891.39
2633,465,167,4,310.98,1243.92
2634,465,121,1,59.35,59.35
2635,466,46,5,440.66,2203.3
2636,466,3,2,127.14,254.28
2637,466,133,2,23.76,47.52
2638,466,36,4,54.27,217.08
2639,467,41,4,348.61,1394.44
2640,467,45,2,458.31,916.62
2641,467,133,2,23.76,47.52
2642,467,190,2,218.93,437.86
2643,467,94,1,246.88,246.88
2644,467,42,1,129.94,129.94
2645,467,128,2,55.17,110.34
2646,468,8,4,131.68,526.72
2647,468,9,2,32.74,65.48
2648,468,105,1,485.12,485.12
2649,468,139,4,254.5,1018.0
2650,468,196,5,242.98,1214.9
2651,468,185,5,338.65,1693.25
2652,469,29,4,492.91,1971.64
2653,469,119,4,77.55,310.2
2654,470,80,4,81.63,326.52
2655,471,123,4,118.04,472.16
2656,471,192,5,257.3,1286.5
2657,472,191,1,113.33,113.33
2658,472,184,4,336.25,1345.0
2659,473,85,4,230.29,921.16
2660,473,172,5,319.11,1595.55
2661,473,134,5,467.24,2336.2
2662,473,148,3,451.48,1354.44
2663,473,195,2,405.97,811.94
2664,474,162,1,346.17,346.17
2665,474,51,2,289.46,578.92
2666,474,4,2,69.2,138.4
2667,474,163,1,470.83,470.83
2668,474,61,2,273.97,547.94
2669,474,102,3,242.06,726.18
2670,474,3,5,127.14,635.7
2671,475,117,5,428.64,2143.2
2672,475,68,5,21.56,107.8
2673,475,113,1,298.01,298.01
2674,475,191,3,113.33,339.99
2675,476,198,5,84.0,420.0
2676,476,117,1,428.64,428.64
2677,476,172,3,319.11,957.33
2678,476,196,5,242.98,1214.9
2679,476,68,1,21.56,21.56
2680,476,94,4,246.88,987.52
2681,476,165,1,72.03,72.03
2682,476,140,2,324.46,648.92
2683,477,89,3,54.08,162.24
2684,477,116,4,95.57,382.28
2685,477,142,1,97.56,97.56
2686,478,199,1,494.19,494.19
2687,478,51,3,289.46,868.38
2688,478,135,5,146.94,734.7
2689,478,200,2,476.02,952.04
2690,479,178,5,293.17,1465.85
2691,479,43,3,406.42,1219.26
2692,479,41,1,348.61,348.61
2693,479,175,2,213.15,426.3
2694,480,52,3,378.57,1135.71
2695,480,13,4,408.53,1634.12
2696,480,76,4,441.79,1767.16
2697,480,134,4,467.24,1868.96
2698,480,122,4,291.31,1165.24
2699,480,83,2,382.53,765.06
2700,480,185,3,338.65,1015.95
2701,481,18,1,69.06,69.06
2702,481,194,4,393.64,1574.56
2703,481,36,2,54.27,108.54
2704,481,124,2,134.57,269.14
2705,481,196,2,242.98,485.96
2706,481,101,2,87.29,174.58
2707,481,166,4,369.7,1478.8
2708,481,101,5,87.29,436.45
2709,481,50,2,87.02,174.04
2710,481,90,1,129.89,129.89
2711,482,53,4,450.95,1803.8
2712,482,37,3,102.15,306.45
2713,482,195,3,405.97,1217.91
2714,483,121,2,59.35,118.7
2715,483,170,4,20.81,83.24
2716,483,77,1,47.8,47.8
2717,483,139,5,254.5,1272.5
2718,483,117,2,428.64,857.28
2719,483,19,3,66.42,199.26
2720,483,70,1,385.74,385.74
2721,483,98,3,49.09,147.27
2722,483,29,4,492.91,1971.64
2723,483,110,5,223.04,1115.2
2724,484,154,3,395.55,1186.65
2725,484,62,4,433.17,1732.68
2726,484,180,4,120.89,483.56
2727,484,108,1,201.91,201.91
2728,484,164,1,105.71,105.71
2729,484,198,3,84.0,252.0
2730,484,186,3,64.83,194.49
2731,484,65,5,380.42,1902.1
2732,484,85,4,230.29,921.16
2733,484,171,3,194.83,584.49
2734,485,57,5,93.36,466.8
2735,485,112,3,111.15,333.45
2736,485,27,4,53.39,213.56
2737,485,144,5,73.7,368.5
2738,485,145,4,281.88,1127.52
2739,485,156,5,203.62,1018.1
2740,485,171,4,194.83,779.32
2741,485,11,5,281.57,1407.85
2742,486,149,5,340.13,1700.65
2743,486,108,4,201.91,807.64
2744,486,184,1,336.25,336.25
2745,486,89,4,54.08,216.32
2746,486,118,5,52.62,263.1
2747,486,134,1,467.24,467.24
2748,487,162,3,346.17,1038.51
2749,488,175,3,213.15,639.45
2750,488,91,2,54.01,108.02
2751,488,71,4,437.85,1751.4
2752,488,13,3,408.53,1225.59
2753,488,118,3,52.62,157.86
2754,488,197,2,460.39,920.78
2755,489,128,1,55.17,55.17
2756,489,86,3,78.08,234.24
2757,489,158,5,166.49,832.45
2758,490,81,5,99.26,496.3
2759,490,128,2,55.17,110.34
2760,490,194,4,393.64,1574.56
2761,490,52,3,378.57,1135.71
2762,490,182,4,232.24,928.96
2763,490,90,3,129.89,389.67
2764,490,113,3,298.01,894.03
2765,491,130,5,442.05,2210.25
2766,491,76,5,441.79,2208.95
2767,491,138,2,350.0,700.0
2768,491,102,5,242.06,1210.3
2769,491,179,1,420.19,420.19
2770,492,184,3,336.25,1008.75
2771,492,137,3,121.1,363.3
2772,492,102,2,242.06,484.12
2773,493,58,4,400.2,1600.8
2774,493,11,2,281.57,563.14
2775,493,141,2,21.7,43.4
2776,493,171,3,194.83,584.49
2777,493,7,4,34.3,137.2
2778,493,58,2,400.2,800.4
2779,494,63,1,346.54,346.54
2780,494,157,4,126.77,507.08
2781,494,113,4,298.01,1192.04
2782,494,143,5,358.72,1793.6
2783,494,146,2,285.21,570.42
2784,495,181,3,334.26,1002.78
2785,495,68,4,21.56,86.24
2786,495,95,3,111.4,334.2
2787,495,61,3,273.97,821.91
2788,495,139,3,254.5,763.5
2789,496,33,1,197.69,197.69
2790,496,130,4,442.05,1768.2
2791,496,138,3,350.0,1050.0
2792,496,27,5,53.39,266.95
2793,496,59,3,306.28,918.84
2794,496,184,5,336.25,1681.25
2795,496,58,4,400.2,1600.8
2796,496,69,5,440.41,2202.05
2797,496,14,4,384.23,1536.92
2798,496,159,4,31.36,125.44
2799,497,167,1,310.98,310.98
2800,497,89,4,54.08,216.32
2801,497,181,2,334.26,668.52
2802,497,17,3,479.46,1438.38
2803,497,17,3,479.46,1438.38
2804,497,146,3,285.21,855.63
2805,497,187,1,127.83,127.83
2806,497,183,5,247.13,1235.65
2807,497,126,4,171.77,687.08
2808,498,85,2,230.29,460.58
2809,498,146,5,285.21,1426.05
2810,498,105,2,485.12,970.24
2811,498,197,5,460.39,2301.95
2812,498,175,5,213.15,1065.75
2813,499,158,1,166.49,166.49
2814,499,136,4,94.61,378.44
2815,500,167,4,310.98,1243.92
2816,501,105,4,485.12,1940.48
2817,501,179,4,420.19,1680.76
2818,501,36,3,54.27,162.81
2819,501,47,1,122.06,122.06
2820,501,80,3,81.63,244.89
2821,501,46,4,440.66,1762.64
2822,501,65,4,380.42,1521.68
2823,502,87,4,182.28,729.12
2824,502,193,1,334.91,334.91
2825,503,25,2,445.02,890.04
2826,503,1,5,326.92,1634.6
2827,503,4,1,69.2,69.2
2828,503,84,4,362.22,1448.88
2829,503,79,1,489.43,489.43
2830,503,146,5,285.21,1426.05
2831,504,56,3,382.78,1148.34
2832,504,25,2,445.02,890.04
2833,504,154,3,395.55,1186.65
2834,504,147,2,40.08,80.16
2835,504,113,2,298.01,596.02
2836,504,130,2,442.05,884.1
2837,504,114,1,379.03,379.03
2838,504,160,1,177.57,177.57
2839,504,138,1,350.0,350.0
2840,505,133,2,23.76,47.52
2841,505,26,4,297.13,1188.52
2842,505,50,5,87.02,435.1
2843,505,40,5,350.32,1751.6
2844,505,87,4,182.28,729.12
2845,505,169,5,142.27,711.35
2846,505,100,4,111.96,447.84
2847,505,30,5,435.91,2179.55
2848,505,17,3,479.46,1438.38
2849,505,64,3,347.22,1041.66
2850,506,169,5,142.27,711.35
2851,506,26,5,297.13,1485.65
2852,506,24,3,418.11,1254.33
2853,506,135,5,146.94,734.7
2854,506,148,5,451.48,2257.4
2855,506,134,4,467.24,1868.96
2856,506,194,5,393.64,1968.2
2857,506,165,2,72.03,144.06
2858,507,104,4,44.28,177.12
2859,507,97,1,434.64,434.64
2860,507,126,1,171.77,171.77
2861,507,126,1,171.77,171.77
2862,507,83,5,382.53,1912.65
2863,507,124,5,134.57,672.85
2864,507,100,3,111.96,335.88
2865,508,23,3,57.82,173.46
2866,508,151,5,379.75,1898.75
2867,508,139,2,254.5,509.0
2868,508,165,3,72.03,216.09
2869,509,138,1,350.0,350.0
2870,509,176,4,81.1,324.4
2871,509,190,5,218.93,1094.65
2872,509,135,2,146.94,293.88
2873,509,131,3,95.72,287.16
2874,509,175,1,213.15,213.15
2875,510,183,2,247.13,494.26
2876,510,127,2,239.98,479.96
2877,511,75,1,254.53,254.53
2878,511,62,3,433.17,1299.51
2879,512,154,2,395.55,791.1
2880,512,160,3,177.57,532.71
2881,512,109,5,464.73,2323.65
2882,513,107,4,435.03,1740.12
2883,514,11,4,281.57,1126.28
2884,514,33,2,197.69,395.38
2885,514,19,1,66.42,66.42
2886,514,30,2,435.91,871.82
2887,514,126,1,171.77,171.77
2888,514,47,5,122.06,610.3
2889,514,84,2,362.22,724.44
2890,515,73,5,386.01,1930.05
2891,515,67,1,228.69,228.69
2892,515,195,1,405.97,405.97
2893,515,102,2,242.06,484.12
2894,515,23,5,57.82,289.1
2895,516,29,2,492.91,985.82
2896,516,10,4,363.69,1454.76
2897,517,114,5,379.03,1895.15
2898,517,197,1,460.39,460.39
2899,517,170,5,20.81,104.05
2900,518,40,3,350.32,1050.96
2901,519,101,4,87.29,349.16
2902,520,86,4,78.08,312.32
2903,520,7,4,34.3,137.2
2904,520,18,2,69.06,138.12
2905,520,155,5,148.07,740.35
2906,521,105,5,485.12,2425.6
2907,521,137,1,121.1,121.1
2908,522,176,2,81.1,162.2
2909,522,2,4,375.94,1503.76
2910,523,145,5,281.88,1409.4
2911,524,100,4,111.96,447.84
2912,524,192,2,257.3,514.6
2913,524,175,4,213.15,852.6
2914,524,157,3,126.77,380.31
2915,524,89,4,54.08,216.32
2916,524,123,2,118.04,236.08
2917,524,117,5,428.64,2143.2
2918,524,93,2,83.51,167.02
2919,524,37,3,102.15,306.45
2920,524,164,2,105.71,211.42
2921,525,77,2,47.8,95.6
2922,525,11,4,281.57,1126.28
2923,525,106,5,215.08,1075.4
2924,525,59,4,306.28,1225.12
2925,525,33,3,197.69,593.07
2926,525,54,4,193.76,775.04
2927,525,108,4,201.91,807.64
2928,526,171,4,194.83,779.32
2929,526,35,5,469.59,2347.95
2930,526,53,2,450.95,901.9
2931,526,56,2,382.78,765.56
2932,526,146,2,285.21,570.42
2933,526,187,5,127.83,639.15
2934,527,101,2,87.29,174.58
2935,527,121,1,59.35,59.35
2936,527,139,4,254.5,1018.0
2937,527,77,5,47.8,239.0
2938,528,133,4,23.76,95.04
2939,528,47,4,122.06,488.24
2940,528,7,2,34.3,68.6
2941,528,99,5,404.28,2021.4
2942,528,171,2,194.83,389.66
2943,528,70,5,385.74,1928.7
2944,528,197,2,460.39,920.78
2945,529,190,2,218.93,437.86
2946,529,196,4,242.98,971.92
2947,529,81,5,99.26,496.3
2948,529,196,5,242.98,1214.9
2949,530,14,3,384.23,1152.69
2950,531,17,3,479.46,1438.38
2951,531,160,3,177.57,532.71
2952,531,150,4,444.38,1777.52
2953,531,122,3,291.31,873.93
2954,531,181,2,334.26,668.52
2955,532,137,5,121.1,605.5
2956,532,105,2,485.12,970.24
2957,533,114,1,379.03,379.03
2958,533,194,1,393.64,393.64
2959,533,35,4,469.59,1878.36
2960,534,150,5,444.38,2221.9
2961,534,47,4,122.06,488.24
2962,534,6,4,303.44,1213.76
2963,534,172,5,319.11,1595.55
2964,534,89,3,54.08,162.24
2965,534,22,3,79.92,239.76
2966,534,18,2,69.06,138.12
2967,534,35,5,469.59,2347.95
2968,535,75,1,254.53,254.53
2969,535,91,5,54.01,270.05
2970,535,127,1,239.98,239.98
2971,535,160,5,177.57,887.85
2972,535,107,2,435.03,870.06
2973,535,94,3,246.88,740.64
2974,536,167,2,310.98,621.96
2975,537,169,1,142.27,142.27
2976,537,86,5,78.08,390.4
2977,537,9,2,32.74,65.48
2978,537,160,1,177.57,177.57
2979,537,189,5,313.41,1567.05
2980,537,5,3,448.25,1344.75
2981,537,98,2,49.09,98.18
2982,537,121,4,59.35,237.4
2983,538,105,3,485.12,1455.36
2984,538,34,3,341.68,1025.04
2985,538,185,3,338.65,1015.95
2986,538,142,2,97.56,195.12
2987,538,126,3,171.77,515.31
2988,538,69,1,440.41,440.41
2989,538,116,1,95.57,95.57
2990,539,63,1,346.54,346.54
2991,539,46,3,440.66,1321.98
2992,540,159,1,31.36,31.36
2993,540,40,5,350.32,1751.6
2994,540,161,4,188.55,754.2
2995,540,162,3,346.17,1038.51
2996,540,171,1,194.83,194.83
2997,540,157,1,126.77,126.77
2998,541,1,4,326.92,1307.68
2999,541,176,2,81.1,162.2
3000,542,182,4,232.24,928.96
3001,542,155,2,148.07,296.14
3002,542,121,3,59.35,178.05
3003,542,188,5,31.72,158.6
3004,543,51,3,289.46,868.38
3005,543,37,5,102.15,510.75
3006,543,148,2,451.48,902.96
3007,544,102,5,242.06,1210.3
3008,544,76,5,441.79,2208.95
3009,544,106,5,215.08,1075.4
3010,545,2,3,375.94,1127.82
3011,545,73,2,386.01,772.02
3012,545,17,1,479.46,479.46
3013,545,17,4,479.46,1917.84
3014,545,89,1,54.08,54.08
3015,545,159,4,31.36,125.44
3016,545,21,4,370.27,1481.08
3017,545,4,1,69.2,69.2
3018,545,82,5,223.11,1115.55
3019,546,68,3,21.56,64.68
3020,546,116,3,95.57,286.71
3021,546,191,4,113.33,453.32
3022,546,95,4,111.4,445.6
3023,546,77,4,47.8,191.2
3024,546,81,5,99.26,496.3
3025,546,191,2,113.33,226.66
3026,546,59,5,306.28,1531.4
3027,546,44,1,148.52,148.52
3028,546,177,3,345.11,1035.33
3029,547,40,2,350.32,700.64
3030,547,189,4,313.41,1253.64
3031,547,108,1,201.91,201.91
3032,547,36,3,54.27,162.81
3033,547,98,2,49.09,98.18
3034,547,103,3,407.85,1223.55
3035,547,4,4,69.2,276.8
3036,547,170,2,20.81,41.62
3037,548,70,3,385.74,1157.22
3038,548,51,1,289.46,289.46
3039,548,128,4,55.17,220.68
3040,549,111,4,337.7,1350.8
